KEY_benef_loc;match_score;KEY_inegi_localidad
ajalpan-tepepa de zaragoza;100;ajalpan-tepepa de zaragoza
tehuacan-resurreccion (meseta el riego);100;tehuacan-resurreccion (meseta el riego)
tecamachalco-san antonio la portilla;100;tecamachalco-san antonio la portilla
san jose chiapa-san jose ozumba;100;san jose chiapa-san jose ozumba
tlacotepec de benito juarez-santa maria la alta;100;tlacotepec de benito juarez-santa maria la alta
tepeaca-santiago acatlan;100;tepeaca-santiago acatlan
lafragua-tlanalapan;100;lafragua-tlanalapan
los reyes de juarez-san juan acozac;100;los reyes de juarez-san juan acozac
los reyes de juarez-benito juarez;100;los reyes de juarez-benito juarez
atzitzintla-santa cruz texmalaquilla;100;atzitzintla-santa cruz texmalaquilla
palmar de bravo-guadalupe piletas;100;palmar de bravo-guadalupe piletas
tlacotepec de benito juarez-san jose buenavista;100;tlacotepec de benito juarez-san jose buenavista
tzicatlacoyan-san antonio juarez;100;tzicatlacoyan-san antonio juarez
yehualtepec-san gabriel tetzoyocan;100;yehualtepec-san gabriel tetzoyocan
tepanco de lopez-san andres cacaloapan;100;tepanco de lopez-san andres cacaloapan
san matias tlalancaleca-san antonio chiautla de arenas;100;san matias tlalancaleca-san antonio chiautla de arenas
cuautinchan-san jeronimo almoloya;100;cuautinchan-san jeronimo almoloya
cuautinchan-cuautenco;100;cuautinchan-cuautenco
ajalpan-corral macho;100;ajalpan-corral macho
palmar de bravo-encrucijada primera seccion;100;palmar de bravo-encrucijada primera seccion
tepeaca-santa maria oxtotipan;100;tepeaca-santa maria oxtotipan
tepeaca-san cristobal los nava;100;tepeaca-san cristobal los nava
tepeaca-san mateo parra;100;tepeaca-san mateo parra
acatzingo-hernandez;100;acatzingo-hernandez
puebla-santa maria tzocuilac la cantera;100;puebla-santa maria tzocuilac la cantera
san miguel xoxtla-san miguel xoxtla;100;san miguel xoxtla-san miguel xoxtla
tochtepec-san martin caltenco;100;tochtepec-san martin caltenco
nopalucan-el rincon citlaltepetl;100;nopalucan-el rincon citlaltepetl
puebla-heroica puebla de zaragoza;100;puebla-heroica puebla de zaragoza
tecali de herrera-tecali de herrera;100;tecali de herrera-tecali de herrera
aljojuca-san antonio jalapasco;100;aljojuca-san antonio jalapasco
chalchicomula de sesma-san juan arcos ojo de agua;100;chalchicomula de sesma-san juan arcos ojo de agua
acatzingo-san antonio;100;acatzingo-san antonio
chichiquila-tepehuacan;100;chichiquila-tepehuacan
quimixtlan-el triunfo;100;quimixtlan-el triunfo
tlachichuca-alamos tepetitlan;100;tlachichuca-alamos tepetitlan
quimixtlan-ahuatla;100;quimixtlan-ahuatla
tlachichuca-los hornos;100;tlachichuca-los hornos
tepeyahualco-san jose alchichica;100;tepeyahualco-san jose alchichica
quimixtlan-ahuacaitic;100;quimixtlan-ahuacaitic
chichiquila-la union;100;chichiquila-la union
tlachichuca-puerto nacional;100;tlachichuca-puerto nacional
chalchicomula de sesma-los ricardos;100;chalchicomula de sesma-los ricardos
quimixtlan-santa cruz caballito;100;quimixtlan-santa cruz caballito
tlachichuca-agua escondida el salitrero (la jicara);100;tlachichuca-agua escondida el salitrero (la jicara)
yehualtepec-san miguel zozutla;100;yehualtepec-san miguel zozutla
cuyoaco-texcal;100;cuyoaco-texcal
tepeyahualco-xaltipanapa;100;tepeyahualco-xaltipanapa
canada morelos-los garcias;100;canada morelos-los garcias
yehualtepec-ocotlan de venustiano carranza;100;yehualtepec-ocotlan de venustiano carranza
tlacotepec de benito juarez-santo nombre;100;tlacotepec de benito juarez-santo nombre
tlacotepec de benito juarez-de rojas;100;tlacotepec de benito juarez-de rojas
tepanco de lopez-rancho castillo (rancho zopilote);100;tepanco de lopez-rancho castillo (rancho zopilote)
palmar de bravo-jesus nazareno;100;palmar de bravo-jesus nazareno
los reyes de juarez-santiago acozac;100;los reyes de juarez-santiago acozac
quecholac-la compania;100;quecholac-la compania
puebla-san sebastian de aparicio;100;puebla-san sebastian de aparicio
ajalpan-cuabcapula;100;ajalpan-cuabcapula
coxcatlan-vigastepec;100;coxcatlan-vigastepec
tlachichuca-santa rosa;100;tlachichuca-santa rosa
zautla-rosa de castilla;100;zautla-rosa de castilla
zautla-emilio carranza (santa cruz);100;zautla-emilio carranza (santa cruz)
tecali de herrera-concepcion cuautla;100;tecali de herrera-concepcion cuautla
esperanza-guadalupe piletas (puente negro);100;esperanza-guadalupe piletas (puente negro)
esperanza-boca del monte;100;esperanza-boca del monte
chalchicomula de sesma-guadalupe sabinal;100;chalchicomula de sesma-guadalupe sabinal
canada morelos-santa cruz soledad;100;canada morelos-santa cruz soledad
esperanza-san manuel la puerta;100;esperanza-san manuel la puerta
atzitzintla-plan del capulin;100;atzitzintla-plan del capulin
libres-pedernales;100;libres-pedernales
cuyoaco-la trinidad pochinto;100;cuyoaco-la trinidad pochinto
ocoyucan-la pastoria;100;ocoyucan-la pastoria
quimixtlan-nexquexcan;100;quimixtlan-nexquexcan
tlahuapan-la preciosita;100;tlahuapan-la preciosita
tlahuapan-san miguel tianguistenco;100;tlahuapan-san miguel tianguistenco
tecali de herrera-ahuatepec;100;tecali de herrera-ahuatepec
huejotzingo-santa maria tianguistenco;100;huejotzingo-santa maria tianguistenco
ajalpan-moyotepec;100;ajalpan-moyotepec
ajalpan-rancho nuevo;100;ajalpan-rancho nuevo
ajalpan-cuaxuxpa;100;ajalpan-cuaxuxpa
ajalpan-vista hermosa zayulapa;100;ajalpan-vista hermosa zayulapa
ocoyucan-santa clara ocoyucan;100;ocoyucan-santa clara ocoyucan
tehuacan-san marcos necoxtla;100;tehuacan-san marcos necoxtla
tlachichuca-santa cruz buena vista la capilla;100;tlachichuca-santa cruz buena vista la capilla
libres-la noria gonzalez covarrubias;100;libres-la noria gonzalez covarrubias
puebla-san jose xacxamayo;100;puebla-san jose xacxamayo
zautla-atemoloni;100;zautla-atemoloni
acatzingo-san sebastian teteles;100;acatzingo-san sebastian teteles
tecamachalco-santa rosa;100;tecamachalco-santa rosa
tzicatlacoyan-san jose texaluca;100;tzicatlacoyan-san jose texaluca
molcaxac-san luis tehuizotla;100;molcaxac-san luis tehuizotla
puebla-resurgimiento atotonilco;100;puebla-resurgimiento atotonilco
tlacotepec de benito juarez-guadalupe victoria;100;tlacotepec de benito juarez-guadalupe victoria
tlacotepec de benito juarez-tepetlacolco;100;tlacotepec de benito juarez-tepetlacolco
san martin texmelucan-san baltazar temaxcalac (la cienega);100;san martin texmelucan-san baltazar temaxcalac (la cienega)
tepeaca-san pablo actipan;100;tepeaca-san pablo actipan
coxcatlan-potrero;100;coxcatlan-potrero
nicolas bravo-nicolas bravo;100;nicolas bravo-nicolas bravo
tepeyahualco-techachalco;100;tepeyahualco-techachalco
ocoyucan-santiago coltzingo;100;ocoyucan-santiago coltzingo
santiago miahuatlan-el carmen;100;santiago miahuatlan-el carmen
canada morelos-buena vista;100;canada morelos-buena vista
ajalpan-achichinalco;100;ajalpan-achichinalco
palmar de bravo-la purisima;100;palmar de bravo-la purisima
atzitzintla-toluca;100;atzitzintla-toluca
guadalupe victoria-canoitas (san antonio canoitas);100;guadalupe victoria-canoitas (san antonio canoitas)
aljojuca-san miguel tecuitlapa;100;aljojuca-san miguel tecuitlapa
coronango-san antonio mihuacan;100;coronango-san antonio mihuacan
coronango-san antonio mihuacan;100;coronango-san antonio mihuacan
huejotzingo-san diego buenavista;100;huejotzingo-san diego buenavista
tepanco de lopez-san bartolo teontepec;100;tepanco de lopez-san bartolo teontepec
quimixtlan-palma sola;100;quimixtlan-palma sola
tepeaca-zahuatlan de morelos (san jose);100;tepeaca-zahuatlan de morelos (san jose)
san nicolas buenos aires-san francisco la mata;100;san nicolas buenos aires-san francisco la mata
tlacotepec de benito juarez-tepazolco;100;tlacotepec de benito juarez-tepazolco
huejotzingo-santa maria nepopualco;100;huejotzingo-santa maria nepopualco
chichiquila-el rosario;100;chichiquila-el rosario
quimixtlan-analco;100;quimixtlan-analco
tochtepec-chipiltepec;100;tochtepec-chipiltepec
san jose miahuatlan-san mateo tlacoxcalco;100;san jose miahuatlan-san mateo tlacoxcalco
san jose miahuatlan-san pedro tetitlan;100;san jose miahuatlan-san pedro tetitlan
puebla-san jose el aguacate;100;puebla-san jose el aguacate
chichiquila-amaxochitla;100;chichiquila-amaxochitla
quimixtlan-tototzin;100;quimixtlan-tototzin
chichiquila-xopanapa;100;chichiquila-xopanapa
lafragua-agua de la mina;100;lafragua-agua de la mina
chichiquila-el palmar;100;chichiquila-el palmar
atzitzintla-san juanero;100;atzitzintla-san juanero
chichiquila-huaxcaleca;100;chichiquila-huaxcaleca
tlahuapan-santa maria texmelucan;100;tlahuapan-santa maria texmelucan
tepanco de lopez-francisco i. madero;100;tepanco de lopez-francisco i. madero
chichiquila-el progreso;100;chichiquila-el progreso
mazapiltepec de juarez-san luis sesma;100;mazapiltepec de juarez-san luis sesma
tlacotepec de benito juarez-pazoltepec;100;tlacotepec de benito juarez-pazoltepec
santiago miahuatlan-san jose las minas;100;santiago miahuatlan-san jose las minas
tecali de herrera-san buenaventura tetlananca;100;tecali de herrera-san buenaventura tetlananca
tecamachalco-san sebastian;100;tecamachalco-san sebastian
oriental-santa cruz magdalena;100;oriental-santa cruz magdalena
quimixtlan-alta luz;100;quimixtlan-alta luz
quimixtlan-san martin el caballito;100;quimixtlan-san martin el caballito
chichiquila-atlaxco;100;chichiquila-atlaxco
chichiquila-san jose acatla;100;chichiquila-san jose acatla
chichiquila-nenehuaca;100;chichiquila-nenehuaca
atzitzintla-san manuel de la sierra;100;atzitzintla-san manuel de la sierra
ajalpan-ameyalco;100;ajalpan-ameyalco
tlacotepec de benito juarez-san jose valsequillo seccion tercera;100;tlacotepec de benito juarez-san jose valsequillo seccion tercera
tlacotepec de benito juarez-tecaltzingo;100;tlacotepec de benito juarez-tecaltzingo
acatzingo-progreso de juarez;100;acatzingo-progreso de juarez
chalchicomula de sesma-san blas tecolotepec;100;chalchicomula de sesma-san blas tecolotepec
palmar de bravo-encrucijada segunda seccion;100;palmar de bravo-encrucijada segunda seccion
quimixtlan-rincon de patlanalan;100;quimixtlan-rincon de patlanalan
tepeaca-san felipe tenextepec;100;tepeaca-san felipe tenextepec
guadalupe victoria-maravillas;100;guadalupe victoria-maravillas
guadalupe victoria-la victoria;100;guadalupe victoria-la victoria
lafragua-las trancas (santa cruz);100;lafragua-las trancas (santa cruz)
vicente guerrero-cienega grande de fatima;100;vicente guerrero-cienega grande de fatima
cuautinchan-jose maria morelos;100;cuautinchan-jose maria morelos
esperanza-san jose esperanza;100;esperanza-san jose esperanza
tlahuapan-santa cruz otlatla;100;tlahuapan-santa cruz otlatla
tlahuapan-san francisco la union (san vicente);100;tlahuapan-san francisco la union (san vicente)
ocoyucan-san bernabe temoxtitla;100;ocoyucan-san bernabe temoxtitla
san martin texmelucan-san francisco tepeyecac;100;san martin texmelucan-san francisco tepeyecac
san martin texmelucan-el moral;100;san martin texmelucan-el moral
huejotzingo-san juan pancoac;100;huejotzingo-san juan pancoac
huejotzingo-huejotzingo;100;huejotzingo-huejotzingo
san salvador el verde-analco de ponciano arriaga (santa cruz analco);100;san salvador el verde-analco de ponciano arriaga (santa cruz analco)
coxcatlan-san isidro xacalco;100;coxcatlan-san isidro xacalco
esperanza-san antonio de abajo;100;esperanza-san antonio de abajo
cuautinchan-apapasco;100;cuautinchan-apapasco
coronango-san martin zoquiapan;100;coronango-san martin zoquiapan
esperanza-otilio montano;100;esperanza-otilio montano
zautla-san andres yahuitlalpan;100;zautla-san andres yahuitlalpan
zautla-tenampulco;100;zautla-tenampulco
libres-timimilco;100;libres-timimilco
tehuacan-san diego chalma;100;tehuacan-san diego chalma
puebla-el rosario la huerta;100;puebla-el rosario la huerta
huejotzingo-santa maria atexcac;100;huejotzingo-santa maria atexcac
quimixtlan-teapa;100;quimixtlan-teapa
chalchicomula de sesma-san pedro concepcion candelaria (candelaria);100;chalchicomula de sesma-san pedro concepcion candelaria (candelaria)
ajalpan-la joya;100;ajalpan-la joya
ajalpan-macuilcuautitla;100;ajalpan-macuilcuautitla
ajalpan-santa cruz de los arenales;100;ajalpan-santa cruz de los arenales
ajalpan-xala;100;ajalpan-xala
ajalpan-playa vicente;100;ajalpan-playa vicente
atzitzintla-san jose el despacho (despacho aserradero);100;atzitzintla-san jose el despacho (despacho aserradero)
san juan atenco-tres cruces ocotepec;100;san juan atenco-tres cruces ocotepec
calpan-san mateo ozolco;100;calpan-san mateo ozolco
tlachichuca-colonia agricola bella vista (san vicente);100;tlachichuca-colonia agricola bella vista (san vicente)
chichiquila-chichiquila;100;chichiquila-chichiquila
general felipe angeles-santiago tenango;100;general felipe angeles-santiago tenango
quecholac-san bartolome coscomaya;100;quecholac-san bartolome coscomaya
san salvador el seco-santa maria coatepec (camino a aljojuca);100;san salvador el seco-santa maria coatepec (camino a aljojuca)
tlacotepec de benito juarez-palmillas (la columna);100;tlacotepec de benito juarez-palmillas (la columna)
yehualtepec-san mateo tlacomulco;100;yehualtepec-san mateo tlacomulco
chalchicomula de sesma-jesus maria;100;chalchicomula de sesma-jesus maria
tepanco de lopez-tepanco de lopez;100;tepanco de lopez-tepanco de lopez
quimixtlan-tepan de los rosales;100;quimixtlan-tepan de los rosales
chichiquila-san jose de la raya;100;chichiquila-san jose de la raya
quecholac-francisco i. madero;100;quecholac-francisco i. madero
chalchicomula de sesma-san antonio tecajetes;100;chalchicomula de sesma-san antonio tecajetes
esperanza-santa catarina los reyes;100;esperanza-santa catarina los reyes
tecamachalco-xochimilco;100;tecamachalco-xochimilco
quecholac-quecholac (barrio de san juan);100;quecholac-quecholac (barrio de san juan)
libres-las chapas;100;libres-las chapas
tecamachalco-barrio de san juan;100;tecamachalco-barrio de san juan
tepeyahualco-mancuernas (el triunfo);100;tepeyahualco-mancuernas (el triunfo)
tlacotepec de benito juarez-san martin esperilla;100;tlacotepec de benito juarez-san martin esperilla
tecali de herrera-aquiles serdan;100;tecali de herrera-aquiles serdan
chichiquila-dos rios;100;chichiquila-dos rios
puebla-santa cruz la ixtla;100;puebla-santa cruz la ixtla
tepeaca-san hipolito xochiltenango;100;tepeaca-san hipolito xochiltenango
tecamachalco-francisco villa;100;tecamachalco-francisco villa
guadalupe victoria-guadalupe buenavista (el tecolote);100;guadalupe victoria-guadalupe buenavista (el tecolote)
palmar de bravo-loma bella (loma del pato);100;palmar de bravo-loma bella (loma del pato)
tehuacan-rancho cabras (san salvador otzolotepec);100;tehuacan-rancho cabras (san salvador otzolotepec)
coxcatlan-calipan;100;coxcatlan-calipan
acajete-san bartolo pinal;100;acajete-san bartolo pinal
lafragua-cuauhtemoc;100;lafragua-cuauhtemoc
yehualtepec-rancho chico;100;yehualtepec-rancho chico
oriental-san antonio virreyes;100;oriental-san antonio virreyes
amozoc-san mateo;100;amozoc-san mateo
zautla-apantzingo;100;zautla-apantzingo
ocoyucan-san bernardino chalchihuapan;100;ocoyucan-san bernardino chalchihuapan
ajalpan-xochitlalpa;100;ajalpan-xochitlalpa
quimixtlan-tlamoloaxtla;100;quimixtlan-tlamoloaxtla
ocoyucan-santa martha hidalgo;100;ocoyucan-santa martha hidalgo
tecali de herrera-zoyatepec;100;tecali de herrera-zoyatepec
chalchicomula de sesma-san miguel barojas;100;chalchicomula de sesma-san miguel barojas
cuautinchan-san ramon alpatlahuac;100;cuautinchan-san ramon alpatlahuac
tochtepec-san lorenzo ometepec;100;tochtepec-san lorenzo ometepec
tepeaca-candelaria purificacion;100;tepeaca-candelaria purificacion
santo tomas hueyotlipan-san miguel zacaola;100;santo tomas hueyotlipan-san miguel zacaola
ocotepec-tezoquiticpac;100;ocotepec-tezoquiticpac
chichiquila-las trincheras;100;chichiquila-las trincheras
chichiquila-tizapa;100;chichiquila-tizapa
chichiquila-colonia guadalupe;100;chichiquila-colonia guadalupe
tlahuapan-ignacio lopez rayon (el gavillero);100;tlahuapan-ignacio lopez rayon (el gavillero)
mazapiltepec de juarez-estacion de rinconada;100;mazapiltepec de juarez-estacion de rinconada
tochtepec-san jose buenavista;100;tochtepec-san jose buenavista
san salvador el seco-santa maria coatepec (kilometro 6);100;san salvador el seco-santa maria coatepec (kilometro 6)
zinacatepec-zinacatepec;100;zinacatepec-zinacatepec
soltepec-progreso;100;soltepec-progreso
palmar de bravo-amozoquillo piletas;100;palmar de bravo-amozoquillo piletas
tzicatlacoyan-santa cruz el calvario;100;tzicatlacoyan-santa cruz el calvario
tepeaca-san nicolas tolentino;100;tepeaca-san nicolas tolentino
tecamachalco-san jose la portilla;100;tecamachalco-san jose la portilla
san salvador el verde-san simon atzitzintla;100;san salvador el verde-san simon atzitzintla
huejotzingo-santiago mextla;100;huejotzingo-santiago mextla
tepeyahualco-tezontepec;100;tepeyahualco-tezontepec
tlacotepec de benito juarez-san jose carpintero;100;tlacotepec de benito juarez-san jose carpintero
tlacotepec de benito juarez-jose huerta (seccion 17) [colonia];100;tlacotepec de benito juarez-jose huerta (seccion 17) [colonia]
acatzingo-angel jimenez vallejo;100;acatzingo-angel jimenez vallejo
vicente guerrero-caporalco buenos aires;100;vicente guerrero-caporalco buenos aires
quimixtlan-conhuitzila;100;quimixtlan-conhuitzila
tlacotepec de benito juarez-tlacuitlapan (la estacion y los carrasco);100;tlacotepec de benito juarez-tlacuitlapan (la estacion y los carrasco)
tecamachalco-la soledad;100;tecamachalco-la soledad
tecamachalco-colonia cuauhtemoc;100;tecamachalco-colonia cuauhtemoc
palmar de bravo-santa cruz ocotlan;100;palmar de bravo-santa cruz ocotlan
san salvador el verde-tlacotepec de jose manzo;100;san salvador el verde-tlacotepec de jose manzo
quimixtlan-el carmen petlahuacan;100;quimixtlan-el carmen petlahuacan
puebla-guadalupe;100;puebla-guadalupe
canada morelos-santa ana ocotepec;100;canada morelos-santa ana ocotepec
vicente guerrero-san pedro ahuatlampa;100;vicente guerrero-san pedro ahuatlampa
vicente guerrero-coxcatepachapa;100;vicente guerrero-coxcatepachapa
chichiquila-xochihuixtla;100;chichiquila-xochihuixtla
vicente guerrero-cuatro caminos;100;vicente guerrero-cuatro caminos
vicente guerrero-telpatlan;100;vicente guerrero-telpatlan
vicente guerrero-tepetzitzintla;100;vicente guerrero-tepetzitzintla
zautla-san francisco del progreso;100;zautla-san francisco del progreso
chichiquila-rancho nuevo;100;chichiquila-rancho nuevo
san martin texmelucan-san baltazar temaxcalac (el pollo gordo);100;san martin texmelucan-san baltazar temaxcalac (el pollo gordo)
san martin texmelucan-san juan tuxco;100;san martin texmelucan-san juan tuxco
tepeyahualco-jalapasco de barrientos;100;tepeyahualco-jalapasco de barrientos
vicente guerrero-ojo de agua;100;vicente guerrero-ojo de agua
acajete-nuestra senora del monte;100;acajete-nuestra senora del monte
san nicolas buenos aires-miguel hidalgo;100;san nicolas buenos aires-miguel hidalgo
quecholac-froylan c. manjarrez;100;quecholac-froylan c. manjarrez
tecamachalco-la villa;100;tecamachalco-la villa
tlacotepec de benito juarez-tecoxtle;100;tlacotepec de benito juarez-tecoxtle
tecamachalco-el salado;100;tecamachalco-el salado
canada morelos-centro de ahuatepec (el pilancon);100;canada morelos-centro de ahuatepec (el pilancon)
canada morelos-barrio la soledad;100;canada morelos-barrio la soledad
ocotepec-tetemi;100;ocotepec-tetemi
ajalpan-tepantitla;100;ajalpan-tepantitla
cuautinchan-concepcion pardinas;100;cuautinchan-concepcion pardinas
coxcatlan-san jose tequexpalco;100;coxcatlan-san jose tequexpalco
tecamachalco-san jose machorro;100;tecamachalco-san jose machorro
quimixtlan-san isidro reynosa;100;quimixtlan-san isidro reynosa
yehualtepec-ejido de rancho chico;100;yehualtepec-ejido de rancho chico
tlahuapan-cuapantitla;100;tlahuapan-cuapantitla
xochitlan todos santos-san jeronimo alfaro;100;xochitlan todos santos-san jeronimo alfaro
mazapiltepec de juarez-san martin rinconada;100;mazapiltepec de juarez-san martin rinconada
quecholac-villa del alto (colonia nueva);100;quecholac-villa del alto (colonia nueva)
tlaquiltenango-huautla;100;tlaquiltenango-huautla
puente de ixtla-puente de ixtla;100;puente de ixtla-puente de ixtla
hueyapan-barrio de san miguel;100;hueyapan-barrio de san miguel
jantetelco-chalcatzingo;100;jantetelco-chalcatzingo
temoac-temoac;100;temoac-temoac
tlaquiltenango-quilamula;100;tlaquiltenango-quilamula
ayala-moyotepec;100;ayala-moyotepec
tlaquiltenango-xochipala;100;tlaquiltenango-xochipala
tlaquiltenango-huaxtla;100;tlaquiltenango-huaxtla
tepalcingo-tepalcingo;100;tepalcingo-tepalcingo
tepalcingo-atotonilco;100;tepalcingo-atotonilco
ayala-san juan ahuehueyo;100;ayala-san juan ahuehueyo
axochiapan-tlalayo;100;axochiapan-tlalayo
tlaquiltenango-lorenzo vazquez (santa cruz);100;tlaquiltenango-lorenzo vazquez (santa cruz)
coatlan del rio-chavarria;100;coatlan del rio-chavarria
amacuzac-huajintlan;100;amacuzac-huajintlan
amacuzac-amacuzac;100;amacuzac-amacuzac
mazatepec-cuauchichinola;100;mazatepec-cuauchichinola
huitzilac-huitzilac;100;huitzilac-huitzilac
tlaquiltenango-san jose de pala;100;tlaquiltenango-san jose de pala
ayala-ciudad ayala;100;ayala-ciudad ayala
tlaltizapan de zapata-tlaltizapan;100;tlaltizapan de zapata-tlaltizapan
ayala-tenextepango;100;ayala-tenextepango
ocuituco-metepec;100;ocuituco-metepec
temoac-huazulco;100;temoac-huazulco
puente de ixtla-san jose vista hermosa;100;puente de ixtla-san jose vista hermosa
yautepec-yautepec de zaragoza;100;yautepec-yautepec de zaragoza
puente de ixtla-ahuehuetzingo;100;puente de ixtla-ahuehuetzingo
tetela del volcan-tlalmimilulpan (san pedro);100;tetela del volcan-tlalmimilulpan (san pedro)
yecapixtla-xochitlan;100;yecapixtla-xochitlan
cuernavaca-cuernavaca;100;cuernavaca-cuernavaca
xochitepec-chiconcuac;100;xochitepec-chiconcuac
yecapixtla-yecapixtla;100;yecapixtla-yecapixtla
coatetelco-coatetelco centro;100;coatetelco-coatetelco centro
temoac-amilcingo;100;temoac-amilcingo
tlayacapan-los laureles (san jose de los laureles);100;tlayacapan-los laureles (san jose de los laureles)
huitzilac-coajomulco;100;huitzilac-coajomulco
jantetelco-colonia mariano matamoros (puente colorado);100;jantetelco-colonia mariano matamoros (puente colorado)
yecapixtla-tlamomulco;100;yecapixtla-tlamomulco
tepoztlan-santa catarina;100;tepoztlan-santa catarina
tepoztlan-santo domingo ocotitlan;100;tepoztlan-santo domingo ocotitlan
tlaltizapan de zapata-santa rosa treinta;100;tlaltizapan de zapata-santa rosa treinta
xochitepec-alpuyeca;100;xochitepec-alpuyeca
jantetelco-jantetelco;100;jantetelco-jantetelco
temixco-cuentepec;100;temixco-cuentepec
cuautla-cuautla;100;cuautla-cuautla
cuautla-eusebio jauregui (la angostura);100;cuautla-eusebio jauregui (la angostura)
tlaquiltenango-huixastla;100;tlaquiltenango-huixastla
tepoztlan-san andres de la cal;100;tepoztlan-san andres de la cal
axochiapan-axochiapan;100;axochiapan-axochiapan
tepalcingo-huitchila;100;tepalcingo-huitchila
puente de ixtla-tilzapotla;100;puente de ixtla-tilzapotla
jojutla-chisco;100;jojutla-chisco
jojutla-tehuixtla;100;jojutla-tehuixtla
mazatepec-mazatepec;100;mazatepec-mazatepec
xoxocotla-xoxocotla centro;100;xoxocotla-xoxocotla centro
yecapixtla-texcala;100;yecapixtla-texcala
cuernavaca-buenavista del monte;100;cuernavaca-buenavista del monte
tepalcingo-colonia 20 de noviembre;100;tepalcingo-colonia 20 de noviembre
ocuituco-jumiltepec;100;ocuituco-jumiltepec
yecapixtla-tecajec;100;yecapixtla-tecajec
tepalcingo-zacapalco;100;tepalcingo-zacapalco
tetecala-tetecala;100;tetecala-tetecala
totolapan-totolapan;100;totolapan-totolapan
totolapan-barrio san marcos (el moral);100;totolapan-barrio san marcos (el moral)
jojutla-higueron;100;jojutla-higueron
tlayacapan-tlayacapan;100;tlayacapan-tlayacapan
puente de ixtla-el coco;100;puente de ixtla-el coco
zacualpan de amilpas-colonia guadalupe victoria;100;zacualpan de amilpas-colonia guadalupe victoria
zacualpan de amilpas-zacualpan de amilpas;100;zacualpan de amilpas-zacualpan de amilpas
zacualpan de amilpas-tlacotepec;100;zacualpan de amilpas-tlacotepec
temoac-popotlan (barrio santo tomas);100;temoac-popotlan (barrio santo tomas)
hueyapan-cerro de chiconquihuitl;100;hueyapan-cerro de chiconquihuitl
ocuituco-ocuituco;100;ocuituco-ocuituco
tepoztlan-san juan tlacotenco;100;tepoztlan-san juan tlacotenco
tlaquiltenango-coaxitlan;100;tlaquiltenango-coaxitlan
tlalnepantla-felipe neri (cuatepec);100;tlalnepantla-felipe neri (cuatepec)
jantetelco-amayuca;100;jantetelco-amayuca
tlaltizapan de zapata-barranca honda;100;tlaltizapan de zapata-barranca honda
amacuzac-coahuixtla;100;amacuzac-coahuixtla
coatlan del rio-michapa;100;coatlan del rio-michapa
tetela del volcan-tetela del volcan;100;tetela del volcan-tetela del volcan
tlaquiltenango-xicatlacotla;100;tlaquiltenango-xicatlacotla
totolapan-nepopualco;100;totolapan-nepopualco
tlaquiltenango-pueblo viejo;100;tlaquiltenango-pueblo viejo
tetecala-colonia el charco;100;tetecala-colonia el charco
miacatlan-miacatlan;100;miacatlan-miacatlan
yecapixtla-achichipico;100;yecapixtla-achichipico
atlatlahucan-atlatlahucan;100;atlatlahucan-atlatlahucan
ayala-el salitre;100;ayala-el salitre
tlalnepantla-tlalnepantla;100;tlalnepantla-tlalnepantla
ayala-san pedro apatlaco;100;ayala-san pedro apatlaco
jojutla-jicarero;100;jojutla-jicarero
coatetelco-general pedro saavedra;100;coatetelco-general pedro saavedra
ayala-jaloxtoc;100;ayala-jaloxtoc
tepalcingo-el tepehuaje;100;tepalcingo-el tepehuaje
emiliano zapata-tezoyuca;100;emiliano zapata-tezoyuca
puente de ixtla-el estudiante;100;puente de ixtla-el estudiante
jojutla-jojutla;100;jojutla-jojutla
jojutla-campo nexpa;100;jojutla-campo nexpa
ocuituco-ocoxaltepec;100;ocuituco-ocoxaltepec
hueyapan-tzitzicastla (rancho las flores);100;hueyapan-tzitzicastla (rancho las flores)
ayala-tecomalco;100;ayala-tecomalco
ayala-huitzililla;100;ayala-huitzililla
tlaquiltenango-valle de vazquez (los hornos);100;tlaquiltenango-valle de vazquez (los hornos)
tlaltizapan de zapata-bonifacio garcia (colonia alejandra);100;tlaltizapan de zapata-bonifacio garcia (colonia alejandra)
amacuzac-casahuatlan;100;amacuzac-casahuatlan
jojutla-tequesquitengo;100;jojutla-tequesquitengo
yautepec-la nopalera;100;yautepec-la nopalera
emiliano zapata-tepetzingo;100;emiliano zapata-tepetzingo
tlayacapan-emiliano zapata;100;tlayacapan-emiliano zapata
tlayacapan-cuauhtempan (san andres cuauhtempan);100;tlayacapan-cuauhtempan (san andres cuauhtempan)
hueyapan-el chilar tepeyehualco;100;hueyapan-el chilar tepeyehualco
axochiapan-telixtac;100;axochiapan-telixtac
ayala-anenecuilco;100;ayala-anenecuilco
ayala-el vergel;100;ayala-el vergel
miacatlan-palpan de baranda;100;miacatlan-palpan de baranda
yautepec-colonia vicente estrada cajigal;100;yautepec-colonia vicente estrada cajigal
yautepec-colonia miguel hidalgo (los cuartos);100;yautepec-colonia miguel hidalgo (los cuartos)
jojutla-rio seco;100;jojutla-rio seco
tlaquiltenango-la mezquitera (el astillero);100;tlaquiltenango-la mezquitera (el astillero)
axochiapan-marcelino rodriguez (san ignacio);100;axochiapan-marcelino rodriguez (san ignacio)
miacatlan-palo grande;100;miacatlan-palo grande
miacatlan-el rincon;100;miacatlan-el rincon
ayala-chinameca;100;ayala-chinameca
tepoztlan-amilcingo;100;tepoztlan-amilcingo
